time,behavior,intensity
11:55:47,Finger Tapping,0.022657730182011924
11:55:47,Finger Tapping,0.022947869698206582
11:55:47,Finger Tapping,0.02059089740117391
11:55:47,Finger Tapping,0.0198440949122111
11:55:47,Finger Tapping,0.01950182914733887
11:55:47,Finger Tapping,0.01829481919606527
11:55:47,Finger Tapping,0.015274258454640706
11:55:47,Finger Tapping,0.015084294478098552
11:55:47,Finger Tapping,0.015092551708221436
11:55:54,Finger Tapping,0.02155619462331136
11:55:54,Finger Tapping,0.023500744501749674
11:55:54,Hand Fidgeting,0.031717785572985505
11:55:54,Finger Tapping,0.025599833329518637
11:55:54,Hand Fidgeting,0.03539526164105559
11:55:54,Finger Tapping,0.027663628260294598
11:55:54,Hand Fidgeting,0.03550066245212421
11:55:54,Finger Tapping,0.02738944093386332
11:55:54,Hand Fidgeting,0.042616508167550894
11:55:54,Finger Tapping,0.027979928255081176
11:55:54,Hand Fidgeting,0.04581117261140388
11:55:54,Finger Tapping,0.02827613949775696
11:55:54,Hand Fidgeting,0.047872006337102424
11:55:54,Finger Tapping,0.028825914859771727
11:55:54,Hand Fidgeting,0.04869994657139383
11:55:54,Finger Tapping,0.029189538955688477
11:55:54,Hand Fidgeting,0.04897790148132459
11:55:54,Finger Tapping,0.02926219701766968
11:55:54,Hand Fidgeting,0.04946568103981385
11:55:54,Finger Tapping,0.029301724831263223
11:55:54,Hand Fidgeting,0.04999410408283948
11:55:54,Finger Tapping,0.029519919554392496
11:55:54,Hand Fidgeting,0.05060257262169231
11:55:54,Finger Tapping,0.030399266878763834
11:55:54,Hand Fidgeting,0.0537814766799929
11:55:54,Finger Tapping,0.03354957699775696
11:55:55,Hand Fidgeting,0.05416001785140035
11:55:55,Finger Tapping,0.03364060918490092
11:55:55,Hand Fidgeting,0.05586832696043796
11:55:55,Finger Tapping,0.03378631869951884
11:55:55,Hand Fidgeting,0.056488291975228665
11:55:55,Finger Tapping,0.0342605451742808
11:55:55,Hand Fidgeting,0.05644892576716065
11:55:55,Finger Tapping,0.03393555482228597
11:55:55,Hand Fidgeting,0.059682579140446126
11:55:55,Finger Tapping,0.0371648112932841
11:55:55,Hand Fidgeting,0.060705897463821795
11:55:55,Finger Tapping,0.038201642036437986
11:55:55,Hand Fidgeting,0.06252453440517874
11:55:55,Finger Tapping,0.03923093875249227
11:55:55,Hand Fidgeting,0.06389504794496965
11:55:55,Finger Tapping,0.04070259730021159
11:55:55,Hand Fidgeting,0.06579028506622107
11:55:55,Finger Tapping,0.042824753125508624
11:55:55,Hand Fidgeting,0.06604287224222935
11:55:55,Finger Tapping,0.04306043187777201
11:55:55,Hand Fidgeting,0.06985374541296487
11:55:55,Finger Tapping,0.04691038926442464
11:55:55,Hand Fidgeting,0.0695243497906037
11:55:55,Finger Tapping,0.04658050139745076
11:55:55,Hand Fidgeting,0.07191695120637322
11:55:55,Finger Tapping,0.048940783739089964
11:55:55,Hand Fidgeting,0.07181148759599276
11:55:55,Finger Tapping,0.04884577989578247
11:55:55,Hand Fidgeting,0.07315576273499741
11:55:55,Finger Tapping,0.04992095629374186
11:55:55,Hand Fidgeting,0.07597164842645462
11:55:55,Finger Tapping,0.05214070479075114
11:55:55,Hand Fidgeting,0.061263093872002905
11:55:55,Finger Tapping,0.039587374528249106
11:55:55,Hand Fidgeting,0.061682611909128784
11:55:55,Finger Tapping,0.04007550080617269
11:55:55,Hand Fidgeting,0.06282348101237628
11:55:55,Finger Tapping,0.04119469523429871
11:55:55,Hand Fidgeting,0.059986435842480916
11:55:55,Finger Tapping,0.03955727815628052
11:55:55,Hand Fidgeting,0.05970787004953517
11:55:55,Finger Tapping,0.039656780163447064
11:55:55,Hand Fidgeting,0.0532744579133644
11:55:55,Finger Tapping,0.039675845702489214
11:55:56,Hand Fidgeting,0.05214848012814751
11:55:56,Finger Tapping,0.041418953736623125
11:55:56,Hand Fidgeting,0.05181073629220679
11:55:56,Finger Tapping,0.04259090820948283
11:55:56,Hand Fidgeting,0.05381356085262479
11:55:56,Finger Tapping,0.044796699285507204
11:55:56,Hand Fidgeting,0.0539183250868561
11:55:56,Finger Tapping,0.04495924512545268
11:55:56,Hand Fidgeting,0.0534430046556487
11:55:56,Finger Tapping,0.04495625893274943
11:55:56,Hand Fidgeting,0.053700060262142
11:55:56,Finger Tapping,0.045873111486434935
11:55:56,Hand Fidgeting,0.05361646061912747
11:55:56,Finger Tapping,0.04533071716626485
11:55:56,Hand Fidgeting,0.05322212964526279
11:55:56,Finger Tapping,0.044765762488047284
11:55:56,Hand Fidgeting,0.052795675400837426
11:55:56,Finger Tapping,0.044491779804229734
11:55:56,Hand Fidgeting,0.05371156764597987
11:55:56,Finger Tapping,0.04659103552500407
11:55:56,Hand Fidgeting,0.05411878409713091
11:55:56,Finger Tapping,0.046902585029602054
11:55:56,Hand Fidgeting,0.05539558365761413
11:55:56,Finger Tapping,0.04830070932706197
11:55:56,Hand Fidgeting,0.05536646348789988
11:55:56,Finger Tapping,0.048078503211339316
11:55:56,Hand Fidgeting,0.054862668400537856
11:55:56,Finger Tapping,0.04750139713287353
11:55:56,Hand Fidgeting,0.05383511049183568
11:55:56,Finger Tapping,0.04736267924308777
11:55:56,Hand Fidgeting,0.05271620096774143
11:55:56,Finger Tapping,0.04623480836550395
11:55:56,Hand Fidgeting,0.05061688259308841
11:55:56,Finger Tapping,0.0441304345925649
11:55:56,Hand Fidgeting,0.05047675184178893
11:55:56,Finger Tapping,0.043988760312398276
11:55:56,Hand Fidgeting,0.04693810369410304
11:55:56,Finger Tapping,0.040450106064478554
11:55:56,Hand Fidgeting,0.04681316914424738
11:55:56,Finger Tapping,0.04029656648635864
11:55:56,Hand Fidgeting,0.04390325406194699
11:55:56,Finger Tapping,0.03774041136105855
11:55:57,Hand Fidgeting,0.04318789930601841
11:55:57,Finger Tapping,0.03702335357666016
11:55:57,Hand Fidgeting,0.04143884338647354
11:55:57,Finger Tapping,0.03551342487335205
11:55:57,Hand Fidgeting,0.038868002513446194
11:55:57,Finger Tapping,0.033467944463094076
11:55:57,Hand Fidgeting,0.03838476337920105
11:55:57,Finger Tapping,0.033869735399882
11:55:57,Hand Fidgeting,0.035033664362261775
11:55:57,Finger Tapping,0.031025675932566325
11:55:57,Hand Fidgeting,0.03179349039439167
11:55:57,Finger Tapping,0.027871837218602497
11:55:57,Hand Fidgeting,0.0319245471061935
11:55:57,Finger Tapping,0.028392080465952554
11:55:57,Hand Fidgeting,0.03203892848442306
11:55:57,Finger Tapping,0.02846989631652832
11:55:57,Hand Fidgeting,0.030840355871380436
11:55:57,Finger Tapping,0.027326361338297526
11:55:57,Finger Tapping,0.02540835738182068
11:55:57,Finger Tapping,0.02368761698404948
11:55:57,Finger Tapping,0.021103201309839885
11:55:57,Finger Tapping,0.024053823947906495
11:55:57,Finger Tapping,0.02495681047439575
11:55:57,Finger Tapping,0.025079866250356037
11:55:57,Hand Fidgeting,0.033198395366048884
11:55:57,Finger Tapping,0.029553210735321044
11:55:57,Hand Fidgeting,0.031844270207355314
11:55:57,Finger Tapping,0.028262877464294435
11:55:57,Hand Fidgeting,0.03349455594661206
11:55:57,Finger Tapping,0.029445966084798176
11:55:57,Hand Fidgeting,0.031600008273692054
11:55:57,Finger Tapping,0.02784836490948995
11:55:58,Hand Fidgeting,0.03085861031384325
11:55:58,Finger Tapping,0.027064128716786703
11:55:58,Finger Tapping,0.026028223832448325
11:55:58,Finger Tapping,0.02398829460144043
11:55:58,Finger Tapping,0.02396493951479594
11:55:58,Finger Tapping,0.02308375040690104
11:55:58,Finger Tapping,0.02293212413787842
11:55:58,Finger Tapping,0.023201394081115722
11:55:58,Finger Tapping,0.023353348175684612
11:55:58,Finger Tapping,0.02329836885134379
11:55:58,Finger Tapping,0.023229328791300456
11:55:58,Finger Tapping,0.023262433211008706
11:55:58,Finger Tapping,0.022882163524627686
11:55:58,Finger Tapping,0.02284386952718099
11:55:58,Finger Tapping,0.023194112380345664
11:55:58,Finger Tapping,0.022599490483601888
11:55:58,Finger Tapping,0.023472662766774496
11:55:59,Hand Fidgeting,0.031127136946672393
11:55:59,Finger Tapping,0.026377658049265545
11:55:59,Hand Fidgeting,0.03168063863156494
11:55:59,Finger Tapping,0.02686781088511149
11:55:59,Hand Fidgeting,0.031783798772460264
11:55:59,Finger Tapping,0.02701332966486613
11:55:59,Hand Fidgeting,0.032013545350980756
11:55:59,Finger Tapping,0.027205316225687663
11:55:59,Hand Fidgeting,0.03226676131111928
11:55:59,Finger Tapping,0.026880540450414023
11:55:59,Hand Fidgeting,0.032651451077838574
11:55:59,Finger Tapping,0.027289865414301555
11:55:59,Hand Fidgeting,0.034131517500858195
11:55:59,Finger Tapping,0.028991067409515382
11:55:59,Hand Fidgeting,0.030671562667825572
11:55:59,Finger Tapping,0.025876150528589884
11:55:59,Hand Fidgeting,0.030079114565221745
11:55:59,Finger Tapping,0.025227099657058716
11:55:59,Hand Fidgeting,0.030550169169813332
11:55:59,Finger Tapping,0.025581975777943928
11:55:59,Finger Tapping,0.020802366733551025
11:55:59,Finger Tapping,0.021519474188486733
11:55:59,Finger Tapping,0.0224972128868103
11:55:59,Finger Tapping,0.02213912606239319
11:55:59,Finger Tapping,0.022068442900975545
11:55:59,Finger Tapping,0.022239478429158528
11:55:59,Finger Tapping,0.021183856328328452
11:56:00,Finger Tapping,0.022614991664886473
11:56:00,Finger Tapping,0.02321710189183553
11:56:00,Finger Tapping,0.02346980571746826
11:56:00,Finger Tapping,0.024427362283070884
11:56:00,Finger Tapping,0.024349139134089152
11:56:00,Finger Tapping,0.02455504536628723
11:56:00,Hand Fidgeting,0.035000022495313095
11:56:00,Finger Tapping,0.029950565099716185
11:56:00,Hand Fidgeting,0.03771069525270142
11:56:00,Finger Tapping,0.0318437655766805
11:56:00,Hand Fidgeting,0.039764926172187826
11:56:00,Finger Tapping,0.0331407368183136
11:56:00,Hand Fidgeting,0.04197853807457119
11:56:00,Finger Tapping,0.035445072253545123
11:56:00,Hand Fidgeting,0.04358367547024348
11:56:00,Finger Tapping,0.03669329682985942
11:56:00,Hand Fidgeting,0.044234310868692596
11:56:00,Finger Tapping,0.03734547694524129
11:56:00,Hand Fidgeting,0.044054839391449246
11:56:00,Finger Tapping,0.03634684681892395
11:56:00,Hand Fidgeting,0.041775578934604644
11:56:00,Finger Tapping,0.033995844920476276
11:56:00,Hand Fidgeting,0.0424400387996894
11:56:00,Finger Tapping,0.03334279060363769
11:56:00,Hand Fidgeting,0.04295323032114953
11:56:00,Finger Tapping,0.03385316332181295
11:56:01,Hand Fidgeting,0.0449964533340954
11:56:01,Finger Tapping,0.03568376302719116
11:56:01,Hand Fidgeting,0.04628780135257777
11:56:01,Finger Tapping,0.03748187025388082
11:56:01,Hand Fidgeting,0.04636279812849056
11:56:01,Finger Tapping,0.03693244655927022
11:56:01,Hand Fidgeting,0.04541273475145613
11:56:01,Finger Tapping,0.035069090127944944
11:56:01,Hand Fidgeting,0.04581125334818892
11:56:01,Finger Tapping,0.03553570707639058
11:56:01,Hand Fidgeting,0.04638857137938177
11:56:01,Finger Tapping,0.03594001332918803
11:56:01,Hand Fidgeting,0.04516121704214916
11:56:01,Finger Tapping,0.03483379483222961
11:56:01,Hand Fidgeting,0.04628073892065079
11:56:01,Finger Tapping,0.035731730858484904
11:56:01,Hand Fidgeting,0.04483586652736773
11:56:01,Finger Tapping,0.034290323654810585
11:56:01,Hand Fidgeting,0.04655098622416924
11:56:01,Finger Tapping,0.035518763462702434
11:56:01,Hand Fidgeting,0.046500385532732356
11:56:01,Finger Tapping,0.03573153813680013
11:56:01,Hand Fidgeting,0.04611894223901595
11:56:01,Finger Tapping,0.03561519980430603
11:56:01,Hand Fidgeting,0.04776454077791105
11:56:01,Finger Tapping,0.037044439713160196
11:56:01,Hand Fidgeting,0.04881044725576302
11:56:01,Finger Tapping,0.03768511017163594
11:56:01,Hand Fidgeting,0.04871308002632445
11:56:01,Finger Tapping,0.03744752208391825
11:56:02,Hand Fidgeting,0.04969445333671944
11:56:02,Finger Tapping,0.03785705765088399
11:56:02,Hand Fidgeting,0.049922125644877594
11:56:02,Finger Tapping,0.037746375799179076
11:56:02,Hand Fidgeting,0.049019052993835056
11:56:02,Finger Tapping,0.03667146563529968
11:56:02,Hand Fidgeting,0.049281702712258145
11:56:02,Finger Tapping,0.03696751793225606
11:56:02,Hand Fidgeting,0.049151444493127056
11:56:02,Finger Tapping,0.03683184385299683
11:56:02,Hand Fidgeting,0.04275693725915601
11:56:02,Finger Tapping,0.03132288257280986
11:56:02,Hand Fidgeting,0.04005676964425015
11:56:02,Finger Tapping,0.029301941394805908
11:56:02,Hand Fidgeting,0.03790764172549037
11:56:02,Finger Tapping,0.027888602018356322
11:56:02,Hand Fidgeting,0.035674100245605515
11:56:02,Finger Tapping,0.02567492922147115
11:56:02,Hand Fidgeting,0.033860172153183536
11:56:02,Finger Tapping,0.023841758569081623
11:56:02,Hand Fidgeting,0.032902517834101044
11:56:02,Finger Tapping,0.022932446002960204
11:56:02,Hand Fidgeting,0.03450776765883444
11:56:02,Finger Tapping,0.024942805369695027
11:56:02,Hand Fidgeting,0.03395858272938255
11:56:02,Finger Tapping,0.024858572085698447
11:56:02,Hand Fidgeting,0.03291392350130581
11:56:02,Finger Tapping,0.02471096913019816
11:56:02,Hand Fidgeting,0.03369201794239156
11:56:02,Finger Tapping,0.025488422314325968
11:56:03,Hand Fidgeting,0.03244581247230757
11:56:03,Finger Tapping,0.02408938407897949
11:56:03,Hand Fidgeting,0.030734510716821473
11:56:03,Finger Tapping,0.022536059220631916
11:56:03,Hand Fidgeting,0.031058645523076224
11:56:03,Finger Tapping,0.023470954100290934
11:56:03,Hand Fidgeting,0.030339707540360552
11:56:03,Finger Tapping,0.023706334829330444
11:56:03,Finger Tapping,0.023266921440760296
11:56:03,Finger Tapping,0.022555814186731974
11:56:03,Finger Tapping,0.022639254728953045
11:56:03,Finger Tapping,0.02204057772954305
11:56:03,Finger Tapping,0.021236620346705117
11:56:03,Finger Tapping,0.017713389794031777
11:56:03,Finger Tapping,0.016974637905756634
11:56:03,Finger Tapping,0.017341389258702596
11:56:03,Finger Tapping,0.016391849517822264
11:56:03,Finger Tapping,0.015942949056625366
11:56:03,Finger Tapping,0.015110758940378825
11:56:04,Finger Tapping,0.01608805259068807
11:56:04,Finger Tapping,0.016375917196273803
11:56:04,Finger Tapping,0.017731225490570067
11:56:04,Finger Tapping,0.01851379076639811
11:56:04,Finger Tapping,0.01947159767150879
11:56:04,Finger Tapping,0.020460196336110435
11:56:04,Finger Tapping,0.020714632670084634
11:56:04,Finger Tapping,0.020172882080078124
11:56:04,Finger Tapping,0.019411818186442057
11:56:04,Finger Tapping,0.01956351598103841
11:56:04,Finger Tapping,0.01976680358250936
11:56:05,Finger Tapping,0.01924864649772644
11:56:05,Hand Fidgeting,0.030482524265102902
11:56:05,Finger Tapping,0.020432937145233154
11:56:05,Hand Fidgeting,0.032989212110225236
11:56:05,Finger Tapping,0.021665513515472412
11:56:05,Hand Fidgeting,0.03398113536793885
11:56:05,Finger Tapping,0.022571229934692384
11:56:05,Hand Fidgeting,0.034127036180599396
11:56:05,Finger Tapping,0.022129261493682863
11:56:05,Hand Fidgeting,0.03404758012332303
11:56:05,Finger Tapping,0.02206492821375529
11:56:05,Hand Fidgeting,0.03490988631781608
11:56:05,Finger Tapping,0.022991512219111124
11:56:05,Hand Fidgeting,0.03593417554644836
11:56:05,Finger Tapping,0.02345045208930969
11:56:05,Hand Fidgeting,0.0375981780554717
11:56:05,Finger Tapping,0.02503279447555542
11:56:05,Hand Fidgeting,0.03715502031782889
11:56:05,Finger Tapping,0.02473392089207967
11:56:05,Hand Fidgeting,0.039247141413172364
11:56:05,Finger Tapping,0.025004768371582033
11:56:05,Hand Fidgeting,0.03959844171786346
11:56:05,Finger Tapping,0.025222732623418172
11:56:05,Hand Fidgeting,0.03835897638293718
11:56:05,Finger Tapping,0.025044846534729003
11:56:05,Hand Fidgeting,0.03854209288338898
11:56:05,Finger Tapping,0.024985265731811524
11:56:05,Hand Fidgeting,0.038749733018318376
11:56:05,Finger Tapping,0.025258050362269083
11:56:05,Hand Fidgeting,0.041962019202528934
11:56:05,Finger Tapping,0.027664126952489217
11:56:05,Hand Fidgeting,0.04267352365675998
11:56:05,Finger Tapping,0.027673778931299846
11:56:05,Hand Fidgeting,0.043480043260683304
11:56:05,Finger Tapping,0.02852200667063395
11:56:06,Hand Fidgeting,0.042716089093001695
11:56:06,Finger Tapping,0.028318790594736735
11:56:06,Hand Fidgeting,0.04081267410921614
11:56:06,Finger Tapping,0.027145230770111085
11:56:06,Hand Fidgeting,0.04148279780818414
11:56:06,Finger Tapping,0.027761298418045043
11:56:06,Hand Fidgeting,0.03993663472607713
11:56:06,Finger Tapping,0.02653026580810547
11:56:06,Hand Fidgeting,0.038931440502996593
11:56:06,Finger Tapping,0.02615722417831421
11:56:06,Hand Fidgeting,0.03940088240980366
11:56:06,Finger Tapping,0.025404288371404012
11:56:06,Hand Fidgeting,0.0357067579011672
11:56:06,Finger Tapping,0.022762483358383177
11:56:06,Hand Fidgeting,0.03548060957693814
11:56:06,Finger Tapping,0.02271543542544047
11:56:06,Hand Fidgeting,0.041110932244453044
11:56:06,Finger Tapping,0.028345936536788942
11:56:06,Hand Fidgeting,0.04299083148626064
11:56:06,Finger Tapping,0.03068622350692749
11:56:06,Hand Fidgeting,0.04420514221173689
11:56:06,Finger Tapping,0.03191322088241577
11:56:06,Hand Fidgeting,0.049001638198773276
